"","LotFrontage","YearBuilt","LotArea","MoSold","YrSold","SalePrice","TotalBsmtSF","1stFlrSF","Neighborhood","School"
"1123",100,1964,10175,7,2008,180500,1425,1425,"NAmes","Fellows"
"1124",80,1965,8800,6,2006,185900,1187,1565,"NAmes","Fellows"
"1125",85,1961,9350,2,2009,153000,1313,1313,"NAmes","Fellows"
"1126",90,1966,9900,4,2010,159000,1209,1209,"NAmes","Fellows"
"1127",80,1966,8800,10,2007,163500,1174,1200,"NAmes","Fellows"
"1128",82,1966,9020,5,2008,174900,1127,1165,"NAmes","Fellows"
"1129",88,1967,9680,4,2010,178900,1510,1510,"NAmes","Fellows"
"1130",80,1965,9200,7,2008,140000,1136,1136,"NAmes","Fellows"
"1131",80,1965,9200,5,2007,161000,1042,1042,"NAmes","Fellows"
"1132",115,1964,10500,7,2009,145100,1292,1292,"NAmes","Fellows"
"1133",NA,1966,11000,11,2009,154000,1154,1154,"NAmes","Fellows"
"1134",NA,1965,8970,6,2009,177500,744,825,"NAmes","Fellows"
"1135",85,1964,9350,10,2007,158000,1302,1302,"NAmes","Fellows"
"1136",75,1964,8250,7,2008,145000,1092,1092,"NAmes","Fellows"
"1137",85,1965,9350,10,2008,179900,1219,1265,"NAmes","Fellows"
"1138",82,1964,9020,6,2008,168500,1248,1350,"NAmes","Fellows"
"1139",90,1961,9900,5,2008,140000,1114,1114,"NAmes","Fellows"
"1140",80,1964,8800,3,2006,160000,1251,1251,"NAmes","Fellows"
"1141",80,1964,8800,7,2007,224500,845,845,"NAmes","Fellows"
"1142",NA,1964,10600,5,2010,136300,533,1131,"NAmes","Fellows"
"1143",NA,1964,12095,8,2009,158000,1127,1445,"NAmes","Fellows"
"1144",NA,1964,10368,4,2006,167000,1008,1488,"NAmes","Fellows"
"1145",NA,1964,14112,4,2010,180500,1152,1152,"NAmes","Fellows"
"1146",NA,1964,11382,8,2007,147000,1130,1374,"NAmes","Fellows"
"1147",85,1964,9350,7,2006,157500,720,720,"NAmes","Fellows"
"1148",NA,1959,22002,7,2007,200000,1592,1652,"NAmes","Fellows"
"1149",NA,1960,14585,6,2007,181900,1144,1429,"NAmes","Fellows"
"1150",80,1963,8800,5,2010,137500,936,1054,"NAmes","Fellows"
"1151",72,1959,10007,8,2008,145500,1053,1053,"NAmes","Fellows"
"1152",80,1959,9600,7,2009,124500,1041,1041,"NAmes","Fellows"
"1153",98,1962,13260,1,2010,84900,1728,1728,"NAmes","Fellows"
"1154",80,1959,10721,10,2008,142000,1252,1252,"NAmes","Fellows"
"1155",75,1958,10382,3,2006,140000,588,1095,"NAmes","Fellows"
"1156",75,1959,7388,7,2007,150750,1063,1327,"NAmes","Fellows"
"1157",NA,1960,12493,4,2008,141000,1100,1100,"NAmes","Fellows"
"1158",69,1958,8973,7,2006,150000,1008,1053,"NAmes","Fellows"
"1159",NA,1960,11332,8,2008,153000,1118,1118,"NAmes","Fellows"
"1160",70,1962,9842,3,2007,101800,0,1224,"NAmes","Fellows"
"1161",80,1960,10800,5,2006,151500,1248,1248,"NAmes","Fellows"
"1162",85,1961,11475,9,2009,174500,1208,1576,"NAmes","Fellows"
"1163",60,1934,8550,7,2006,129800,816,816,"NAmes","Fellows"
"1164",68,1950,9717,4,2010,142125,1078,1078,"NAmes","Fellows"
"1165",57,1950,8280,11,2007,124000,932,932,"NAmes","Fellows"
"1166",NA,1954,11425,7,2006,137000,1008,1008,"NAmes","Fellows"
"1167",85,1940,12172,10,2007,138500,822,908,"NAmes","Fellows"
"1168",68,1947,9724,5,2006,137000,938,1043,"NAmes","Meeker"
"1169",68,1952,9724,3,2010,197600,1140,1929,"NAmes","Meeker"
"1170",120,1949,17360,1,2010,172500,782,1019,"NAmes","Meeker"
"1171",68,1955,9768,2,2009,122000,960,960,"NAmes","Fellows"
"1172",50,1946,5000,1,2007,39300,0,334,"BrkSide","Fellows"
"1173",50,1946,5000,4,2007,64500,666,666,"BrkSide","Fellows"
"1174",50,1940,5330,12,2009,82500,420,708,"BrkSide","Fellows"
"1175",50,1958,7207,2,2010,116500,858,858,"BrkSide","Fellows"
"1176",51,1945,3500,7,2007,64000,370,442,"BrkSide","Fellows"
"1177",51,1946,4712,8,2006,121600,747,774,"BrkSide","Fellows"
"1178",NA,1949,6627,7,2008,72500,0,720,"BrkSide","Fellows"
"1179",NA,1950,7015,7,2009,110000,709,979,"BrkSide","Fellows"
"1180",51,1923,5900,8,2006,85500,440,869,"BrkSide","Fellows"
"1181",52,1926,5825,6,2006,79900,600,747,"BrkSide","Fellows"
"1182",55,1940,5350,5,2010,76500,728,1306,"BrkSide","Fellows"
"1183",56,1935,4130,7,2008,52000,270,729,"BrkSide","Fellows"
"1184",50,1939,7420,1,2008,118000,991,1077,"BrkSide","Fellows"
"1185",50,1958,5175,7,2007,112000,808,808,"BrkSide","Fellows"
"1186",50,1937,4882,9,2008,87000,348,453,"BrkSide","Fellows"
"1187",92,1908,7438,6,2006,127000,504,936,"BrkSide","Fellows"
"1188",80,1960,9600,2,2008,141500,1296,1496,"NAmes","Fellows"
"1189",80,1961,9600,6,2006,161000,1251,1433,"NAmes","Fellows"
"1190",80,1954,9920,2,2010,128000,1056,1063,"NAmes","Fellows"
"1191",89,1952,10858,7,2006,146500,1444,1624,"NAmes","Fellows"
"1192",100,1964,9500,6,2007,165000,816,1127,"NAmes","Fellows"
"1193",128,1953,12160,2,2009,149500,1505,1505,"NAmes","Fellows"
"1194",90,1967,9900,4,2009,175000,1680,1691,"NAmes","Fellows"
"1195",80,1955,9600,10,2007,144000,1078,1150,"NAmes","Fellows"
"1196",80,1951,9600,5,2006,135000,1056,1216,"NAmes","Fellows"
"1197",80,1953,9600,10,2009,167000,1416,1644,"NAmes","Fellows"
"1198",80,1955,9600,3,2010,153000,1156,1520,"NAmes","Fellows"
"1199",80,1956,9600,6,2009,128900,1050,1050,"NAmes","Fellows"
"1200",89,1951,10680,10,2006,137900,2136,2136,"NAmes","Fellows"
"1201",80,1950,9600,4,2008,119000,1032,1032,"NAmes","Fellows"
"1202",80,1950,9600,9,2008,141500,572,1337,"NAmes","Fellows"
"1203",80,1950,9600,9,2009,140000,856,1112,"NAmes","Fellows"
"1204",80,1955,9600,10,2008,165500,992,1661,"NAmes","Fellows"
"1205",95,1948,11345,7,2007,137000,928,928,"NAmes","Meeker"
"1206",80,1950,9600,7,2009,147000,1113,1113,"NAmes","Fellows"
"1207",79,1941,9492,4,2007,105000,768,968,"NAmes","Meeker"
"1208",79,1941,9490,8,2006,133000,806,958,"NAmes","Meeker"
"1209",79,1942,9480,6,2007,146500,728,888,"NAmes","Meeker"
"1210",63,1953,7584,6,2008,112900,1036,1036,"NAmes","Meeker"
"1211",79,1949,9462,7,2006,137000,704,1024,"NAmes","Meeker"
"1212",82,1954,9888,3,2006,121000,936,936,"NAmes","Meeker"
"1213",78,1954,7800,3,2010,132000,1268,1268,"NAmes","Meeker"
"1214",75,1966,11380,1,2010,178000,1080,1128,"NAmes","Northwood"
"1215",NA,1967,8917,10,2006,119000,1584,1584,"NAmes","Northwood"
"1216",65,1967,8944,4,2009,124000,1584,1584,"NAmes","Northwood"
"1217",63,1968,8668,5,2007,126000,1560,1560,"NAmes","Northwood"
"1218",NA,1966,10050,6,2007,175000,793,1280,"NAmes","Northwood"
"1219",NA,1965,13700,5,2008,201800,864,902,"NAmes","Northwood"
"1220",NA,1964,12700,11,2006,172000,1246,1246,"NAmes","Northwood"
"1221",80,1961,10197,6,2008,163000,1362,1362,"NAmes","Northwood"
"1222",92,1961,10573,4,2009,187500,1453,1453,"NAmes","Northwood"
"1223",75,1961,7875,9,2008,139950,1144,1144,"NAmes","Northwood"
"1224",80,1962,8400,7,2008,174000,1319,1537,"NAmes","Northwood"
"1225",101,1962,9150,12,2008,165000,1099,1431,"NAmes","Northwood"
"1226",NA,1963,9500,7,2009,159000,1394,1394,"NAmes","Northwood"
"1227",100,1961,9600,5,2007,158500,1218,1254,"NAmes","Northwood"
"1228",85,1961,8500,12,2006,98600,1235,1235,"NAmes","Northwood"
"1229",70,1958,10150,7,2007,114500,912,912,"NAmes","Meeker"
"1230",78,1958,11344,7,2007,144000,874,874,"NAmes","Northwood"
"1231",80,1960,11600,1,2010,154300,1105,1105,"NAmes","Northwood"
"1232",NA,1970,19900,7,2010,180000,1947,2207,"NAmes","Northwood"
"1233",88,1966,14200,5,2006,226000,924,1216,"NAmes","Northwood"
"1234",80,1966,14695,7,2009,256000,1562,1567,"NAmes","Northwood"
"1235",85,1965,13600,10,2009,205000,768,1186,"NAmes","Northwood"
"1236",100,1968,13000,6,2009,193500,896,1182,"NAmes","Northwood"
"1237",137,1966,16492,6,2010,190000,1517,1888,"NAmes","Northwood"
"1238",120,1968,13560,7,2009,110000,1392,1392,"NAmes","Meeker"
"1239",90,1966,14670,8,2008,227000,1104,1104,"NAmes","Northwood"
"1240",NA,1965,18450,8,2007,129000,1021,1465,"NAmes","Northwood"
"1241",NA,1920,12513,6,2009,104900,715,1281,"NAmes","Northwood"
"1242",NA,1955,7390,7,2008,135000,1098,1098,"NAmes","Meeker"
"1243",75,1954,9000,6,2006,118000,936,1128,"NAmes","Meeker"
"1244",71,1963,9204,8,2008,124000,1144,1144,"NAmes","Meeker"
"1245",174,1918,25419,3,2006,235000,1360,1360,"NAmes","Meeker"
"1246",73,1957,8760,9,2007,141000,936,936,"NAmes","Meeker"
"1247",73,1956,8760,6,2009,150000,1169,1144,"NAmes","Meeker"
"1248",109,1963,9723,10,2006,135000,1008,1008,"NAmes","Meeker"
"1249",65,1956,6860,12,2007,131000,1008,1008,"NAmes","Meeker"
"1250",60,1963,8250,7,2007,142100,1053,1053,"NAmes","Northwood"
"1251",70,1962,7728,5,2006,132500,1106,1190,"NAmes","Northwood"
"1252",70,1962,7763,10,2008,140000,931,1283,"NAmes","Northwood"
"1253",70,1958,8267,3,2010,135000,1604,1604,"NAmes","Meeker"
"1254",70,2003,8197,2,2010,214000,1480,1480,"NAmes","Meeker"
"1255",70,1958,8176,8,2007,139000,1056,1056,"NAmes","Meeker"
"1256",70,1959,8163,3,2006,143000,1144,1144,"NAmes","Meeker"
"1257",NA,1959,8050,5,2010,136000,1143,1143,"NAmes","Meeker"
"1258",70,1959,10552,4,2010,165500,1398,1700,"NAmes","Meeker"
"1259",74,1957,8856,5,2008,136500,1176,1176,"NAmes","Meeker"
"1260",70,1957,8400,6,2009,156500,1478,1478,"NAmes","Meeker"
"1261",70,1957,8400,6,2010,145000,1314,1314,"NAmes","Northwood"
"1262",70,1957,8400,3,2006,132000,1179,1364,"NAmes","Northwood"
"1263",73,1959,8760,4,2010,148000,1194,1194,"NAmes","Meeker"
"1264",82,1959,9840,6,2008,185000,1248,1440,"NAmes","Meeker"
"1265",76,1958,9120,11,2008,163000,1261,1261,"NAmes","Meeker"
"1266",NA,1959,12160,5,2010,142000,1188,1188,"NAmes","Meeker"
"1267",NA,1960,12285,8,2009,176000,1329,1329,"NAmes","Meeker"
"1268",75,1958,9750,4,2007,157900,1442,1442,"NAmes","Meeker"
"1269",66,1959,9240,6,2009,149500,988,988,"NAmes","Meeker"
"1270",80,1954,9250,7,2007,139400,1056,1056,"NAmes","Meeker"
"1271",80,1958,9600,4,2009,139000,1240,1632,"NAmes","Meeker"
"1272",66,1958,12400,6,2009,155000,1215,1215,"NAmes","Meeker"
"1273",73,1960,9300,4,2010,167500,1268,1264,"NAmes","Meeker"
"1274",87,1959,10725,5,2010,108538,1206,1206,"NAmes","Meeker"
"1275",80,1960,11600,4,2006,145250,1383,1383,"NAmes","Meeker"
"1276",90,1957,11988,5,2007,150000,1244,1244,"NAmes","Meeker"
"1277",90,1958,13200,5,2008,166800,1395,1570,"NAmes","Meeker"
"1278",70,1960,9100,6,2007,120000,1144,1144,"NAmes","Meeker"
"1279",NA,1958,9610,12,2006,162000,1121,1336,"NAmes","Meeker"
"1280",80,1957,9736,4,2007,174850,1331,1721,"NAmes","Meeker"
"1281",70,1956,8750,11,2009,120000,1202,1202,"NAmes","Meeker"
"1282",72,1956,9000,5,2008,139000,1196,1196,"NAmes","Meeker"
"1283",125,1956,10000,2,2006,148000,1058,1370,"NAmes","Meeker"
"1284",70,1955,8750,7,2009,153000,1382,1382,"NAmes","Meeker"
"1285",80,1959,10032,6,2010,159500,1244,1580,"NAmes","Meeker"
"1286",69,1957,14850,5,2006,141000,1092,1092,"NAmes","Meeker"
"1287",80,1957,11900,6,2008,166000,1392,1392,"NAmes","Meeker"
"1288",72,1957,9770,4,2007,116000,922,922,"NAmes","Meeker"
"1289",80,1956,10400,11,2009,144000,1200,1200,"NAmes","Meeker"
"1290",72,1956,10152,5,2006,153000,1124,1124,"NAmes","Meeker"
"1291",72,1956,10152,6,2007,135000,1048,1048,"NAmes","Meeker"
"1292",72,1957,10011,5,2006,134450,1070,1236,"NAmes","Meeker"
"1293",75,1958,9464,6,2008,136000,1080,1080,"NAmes","Meeker"
"1294",75,1956,10425,4,2008,133000,1104,1104,"NAmes","Meeker"
"1295",60,1956,8382,2,2010,108000,832,832,"NAmes","Meeker"
"1296",NA,1970,12155,3,2007,163500,1657,1657,"NAmes","Meeker"
"1297",70,1955,12198,6,2007,130000,1204,1411,"NAmes","Meeker"
"1298",75,1955,10050,8,2007,129500,1216,1216,"NAmes","Meeker"
"1299",120,1962,19296,5,2009,176000,1362,1382,"NAmes",NA
"1300",NA,1979,7032,12,2006,135960,943,943,"NAmes","Meeker"
"1301",60,1953,11556,7,2007,142000,864,1154,"NAmes","Meeker"
"1302",60,1952,11556,5,2008,116000,720,882,"NAmes","Meeker"
"1303",70,1954,8092,6,2006,156000,1050,1050,"NAmes","Meeker"
"1304",70,1958,8078,12,2007,128600,1560,1560,"NAmes","Meeker"
"1305",74,1954,8532,10,2009,153000,1297,1297,"NAmes","Meeker"
"1306",60,1952,10950,4,2007,125000,948,948,"NAmes","Meeker"
"1307",60,1952,10950,5,2010,135000,864,1064,"NAmes","Meeker"
"1308",76,1958,9482,12,2009,135000,1866,1866,"NAmes","Meeker"
"1309",102,1953,9373,5,2008,137500,1152,1152,"NAmes","Meeker"
"1310",NA,1953,12774,7,2008,130000,984,950,"NAmes","Meeker"
"1311",119,1955,10895,6,2010,122500,972,972,"NAmes","Meeker"
"1312",95,1957,14250,9,2008,180000,998,1790,"NAmes","Meeker"
"1313",75,1954,11310,6,2006,140000,1367,1375,"NAmes","Meeker"
"1314",53,1954,8128,2,2009,131000,1062,1062,"NAmes","Meeker"
"1315",79,1953,10634,11,2009,123000,608,1319,"NAmes","Meeker"
"1316",66,1952,12778,1,2006,139500,1008,1008,"NAmes","Meeker"
"1317",70,1958,13587,4,2010,119000,988,988,"NAmes","Meeker"
"1318",67,1951,13070,10,2009,126000,631,1112,"NAmes","Meeker"
"1319",68,1953,7942,6,2007,136000,1040,1040,"NAmes","Meeker"
"1320",68,1953,7922,1,2010,109000,1057,1057,"NAmes","Meeker"
"1321",60,1951,7350,6,2008,139000,952,952,"NAmes","Meeker"
"1322",75,1951,10170,6,2006,155000,216,1575,"NAmes","Meeker"
"1323",57,1953,7677,4,2008,110000,773,773,"NAmes","Meeker"
"1324",66,1953,8923,5,2007,134500,1008,1008,"NAmes","Meeker"
"1325",71,1956,8540,6,2007,127000,925,925,"NAmes","Meeker"
"1326",55,1956,7700,9,2006,127000,301,1145,"NAmes","Meeker"
"1327",60,1955,7134,2,2007,130000,384,1360,"NAmes","Meeker"
"1328",60,1955,10434,11,2009,115000,1005,1005,"NAmes","Meeker"
"1329",55,1955,7150,8,2007,115000,1190,1040,"NAmes","Meeker"
"1330",65,1956,11050,7,2006,133500,1005,1005,"NAmes","Meeker"
"1331",80,1955,13600,11,2006,125000,1056,1056,"NAmes","Meeker"
"1332",65,1920,7898,4,2010,105000,576,985,"NAmes","Meeker"
"1333",85,1951,15428,6,2006,142000,884,884,"NAmes","Meeker"
"1334",118,1941,21299,12,2006,167000,929,2039,"NAmes","Meeker"
"1335",60,1955,7200,4,2010,107500,0,827,"NAmes","Meeker"
"1336",70,1955,8400,3,2007,116900,923,925,"NAmes","Meeker"
"1337",70,1956,13300,6,2007,132000,928,928,"NAmes","Meeker"
"1338",70,1956,13300,6,2006,159000,1015,1384,"NAmes","Meeker"
"1339",71,1957,8838,10,2008,100000,0,1764,"NAmes","Meeker"
"1340",85,1954,10200,5,2010,144900,1086,1086,"NAmes","Meeker"
"1341",74,1956,5868,5,2010,129000,936,936,"NAmes","Meeker"
"1342",75,1951,14559,6,2009,164900,1008,1363,"NAmes","Meeker"
"1343",80,1947,8480,10,2008,118500,832,832,"NAmes","Meeker"
"1344",80,1945,8480,8,2009,113000,793,793,"NAmes","Meeker"
"1345",60,1952,7626,3,2009,145500,1031,1031,"NAmes","Meeker"
"1346",75,1953,9532,2,2007,153000,1105,1647,"NAmes","Meeker"
"1347",75,1953,9533,8,2009,102900,0,1210,"NAmes","Meeker"
"1348",NA,1952,15783,6,2007,112500,924,924,"OldTown","Meeker"
"1349",107,1900,10615,8,2009,95000,978,1014,"OldTown","Meeker"
"1350",60,1890,14190,4,2007,138000,925,1000,"OldTown","Meeker"
"1351",94,1925,22136,7,2006,180000,2171,1392,"OldTown","Meeker"
"1352",78,1948,17503,1,2010,97500,912,912,"NAmes","Meeker"
"1353",78,1948,11419,12,2009,152500,699,801,"NAmes","Meeker"
"1354",60,1949,9600,5,2007,135000,845,893,"NAmes","Meeker"
"1355",60,1950,9600,8,2009,129900,1200,1200,"NAmes","Meeker"
"1356",50,1948,8000,5,2009,132000,972,972,"NAmes","Meeker"
"1357",50,1947,7500,10,2006,127000,784,900,"NAmes","Meeker"
"1358",76,1957,12436,1,2008,146000,1824,1824,"NAmes","Meeker"
"1359",NA,1953,12099,6,2007,156000,1216,1216,"NAmes","Meeker"
"1360",113,1935,21281,11,2007,301600,666,1308,"NAmes","Meeker"
"1361",50,1924,7000,5,2006,112000,617,865,"OldTown","Meeker"
"1362",53,1958,5470,8,2009,99900,792,792,"OldTown","Meeker"
"1363",60,1930,10410,10,2006,99800,713,713,"OldTown","Meeker"
"1364",60,1916,10410,8,2009,135000,660,808,"OldTown","Meeker"
"1365",60,1940,10134,7,2007,109000,735,735,"OldTown","Meeker"
"1366",60,1948,10122,8,2008,89900,0,869,"OldTown","Meeker"
"1367",45,1925,7506,5,2008,114000,747,747,"OldTown","Meeker"
"1368",55,1956,5500,4,2007,103200,882,882,"OldTown","Meeker"
"1369",60,1939,10800,8,2009,149000,676,676,"OldTown","Meeker"
"1370",90,1954,5400,8,2006,117000,833,833,"OldTown","Meeker"
"1371",60,1921,5400,12,2006,108480,1073,1073,"OldTown","Meeker"
"1372",60,1929,10914,8,2006,68000,715,715,"NAmes","Meeker"
"1373",64,1980,6979,6,2010,144000,1056,1056,"OldTown","Meeker"
"1374",60,1900,7008,3,2006,86900,448,448,"OldTown","Meeker"
"1375",80,1900,8146,5,2009,114000,405,717,"OldTown","Meeker"
"1376",52,1924,9022,5,2009,109500,768,792,"OldTown","Meeker"
"1377",60,1925,10284,8,2007,128500,1151,845,"OldTown","Meeker"
"1378",60,1925,10230,12,2009,125000,1054,1078,"OldTown","Meeker"
"1379",60,1927,10800,8,2007,64500,656,968,"OldTown","Meeker"
"1380",60,1920,10800,6,2006,120000,1120,1130,"OldTown","Meeker"
"1381",60,1895,10800,7,2007,148000,736,751,"OldTown","Meeker"
"1382",60,1915,7200,4,2006,155500,663,774,"OldTown","Meeker"
"1383",60,1945,10930,4,2008,140000,913,1048,"NAmes","Meeker"
"1384",60,1940,5400,7,2008,86900,672,672,"OldTown","Meeker"
"1385",60,1910,10818,2,2006,80000,1077,981,"OldTown","Meeker"
"1386",60,1922,10836,6,2008,139000,892,1254,"OldTown","Meeker"
"1387",60,1915,10410,6,2009,142900,1313,1313,"OldTown","Meeker"
"1388",60,1915,10410,1,2006,105000,672,694,"OldTown","Meeker"
"1389",60,1900,10800,5,2006,160000,954,1766,"OldTown","Meeker"
"1390",60,1910,7200,8,2009,156500,560,930,"OldTown","Meeker"
"1391",60,1936,10800,4,2006,170000,796,1096,"OldTown","Meeker"
"1392",60,1920,5400,1,2007,86000,691,691,"OldTown","Meeker"
"1393",90,1940,5400,6,2009,59000,416,599,"OldTown","Meeker"
"1394",90,1920,5400,10,2009,105000,840,840,"OldTown","Meeker"
"1395",60,1900,10800,8,2008,106250,0,694,"OldTown","Meeker"
"1396",60,1920,10800,6,2009,106000,720,846,"OldTown","Meeker"
"1397",60,1890,10800,11,2009,78500,630,725,"OldTown","Meeker"
"1398",NA,1959,9830,3,2010,162000,1063,1287,"NAmes","Meeker"
"1399",84,1965,8658,12,2006,160000,1088,1324,"NAmes","Meeker"
"1400",81,1969,9671,8,2009,190000,1248,1248,"NAmes","Meeker"
"1401",85,1966,13400,6,2006,159950,1024,1086,"NAmes","Meeker"
"1402",83,1963,10143,6,2009,154000,1380,1380,"NAmes","Meeker"
"1403",83,1963,10184,6,2006,165000,1083,1146,"NAmes","Meeker"
"1404",70,1962,9247,3,2008,171000,858,858,"NAmes","Meeker"
"1405",93,1963,10090,10,2007,172000,725,1035,"NAmes","Meeker"
"1406",75,1961,8700,2,2007,120000,920,888,"NAmes","Meeker"
"1407",77,1962,9786,6,2006,159000,912,1085,"NAmes","Meeker"
"1408",77,1962,9510,5,2006,147000,1135,1207,"NAmes","Meeker"
"1409",77,1967,11500,5,2009,163000,1040,1040,"NAmes","Meeker"
"1410",91,1969,11643,8,2009,200000,1248,1338,"NAmes","Meeker"
"1411",78,1968,10180,6,2008,139000,912,1044,"NAmes","Meeker"
"1412",66,1968,8300,8,2007,128500,952,952,"NAmes","Meeker"
"1413",66,1964,7800,11,2006,115000,912,912,"NAmes","Meeker"
"1414",79,1959,8910,7,2006,159500,655,1194,"NAmes","Meeker"
"1415",62,1958,8010,9,2009,143500,951,951,"NAmes","Meeker"
"1416",60,1959,7332,10,2006,120000,864,864,"NAmes","Meeker"
"1417",90,1957,10454,4,2009,135000,1105,1105,"NAmes","Meeker"
"1418",64,1957,8712,5,2009,153000,992,1306,"NAmes","Meeker"
"1419",73,1957,7100,7,2006,129900,816,816,"NAmes","Meeker"
"1420",96,1967,11275,6,2010,242000,710,1898,"NAmes","Meeker"
"1421",80,1961,10800,8,2006,183000,1313,1773,"NAmes","Meeker"
"1422",86,1959,11650,6,2006,157500,0,1472,"NAmes","Meeker"
"1423",76,1958,11355,4,2008,186000,1312,1312,"NAmes","Meeker"
"1424",NA,1960,17600,12,2009,157500,1478,1478,"NAmes","Meeker"
"1425",NA,1962,18275,9,2006,277500,1438,1900,"NAmes","Meeker"
"1426",70,1969,11606,9,2007,135000,1040,1040,"NAmes","Meeker"
"1427",80,1958,9000,4,2009,113500,160,1142,"NAmes","Meeker"
"1428",47,1957,16321,12,2006,207500,1484,1600,"NAmes","Meeker"
"1429",NA,1960,10920,5,2008,157000,1253,1253,"NAmes","Meeker"
"1430",NA,1960,12929,6,2008,148000,1081,1081,"NAmes","Meeker"
"1431",313,1960,27650,11,2008,242000,585,2069,"NAmes","Meeker"
"1432",60,1949,12144,9,2009,133000,832,1036,"NAmes","Meeker"
"1433",60,1950,12144,9,2006,147500,910,910,"NAmes","Meeker"
"1434",60,1950,8544,6,2009,92900,0,1040,"NAmes","Meeker"
"1435",60,1949,10800,12,2006,135000,720,720,"NAmes","Meeker"
"1436",60,1949,8064,7,2007,122900,672,672,"NAmes","Meeker"
"1437",60,1950,8064,12,2009,128500,795,765,"NAmes","Meeker"
"1438",60,1948,8064,5,2010,132000,816,816,"NAmes","Meeker"
"1439",60,1948,11664,11,2007,119200,1082,1082,"NAmes","Meeker"
"1440",78,1949,10496,1,2007,143000,1040,1168,"NAmes","Meeker"
"1441",74,1953,8892,10,2008,116000,105,910,"NAmes","Meeker"
"1442",60,1950,7200,5,2007,119000,876,988,"NAmes","Meeker"
"1443",60,1951,7200,2,2008,94000,876,876,"NAmes","Meeker"
"1444",60,1950,7200,11,2007,102000,864,1238,"NAmes","Meeker"
"1445",60,1950,7200,7,2007,129000,864,864,"NAmes","Meeker"
"1446",60,1949,7200,6,2009,90000,0,1040,"NAmes","Meeker"
"1447",60,1950,7200,6,2006,109500,0,1040,"NAmes","Meeker"
"1448",60,1950,7200,7,2006,109900,0,1040,"NAmes","Meeker"
"1449",60,1950,7200,7,2008,98300,0,1048,"NAmes","Meeker"
"1450",60,1950,7200,5,2009,138000,1208,1136,"NAmes","Meeker"
"1451",70,1960,7000,4,2007,135000,1010,1134,"NAmes","Meeker"
"1452",71,1958,7350,3,2009,128000,1041,1041,"NAmes","Meeker"
"1453",70,1958,7560,5,2009,139000,1029,1339,"NAmes","Meeker"
"1454",70,1960,7910,8,2008,127000,1075,1507,"NAmes","Meeker"
"1455",60,1952,7200,9,2009,118900,732,732,"NAmes","Meeker"
"1456",80,1959,8000,5,2008,159000,1256,1256,"NAmes","Meeker"
"1457",80,1962,8000,11,2008,125900,1027,1027,"NAmes","Meeker"
"1458",75,1959,7500,5,2010,154000,1246,1246,"NAmes","Meeker"
"1459",NA,1959,7500,7,2007,152000,1040,1040,"NAmes","Meeker"
"1460",80,1959,8000,7,2009,138000,528,1183,"NAmes","Meeker"
"1461",70,1958,7315,3,2007,140000,1170,1170,"NAmes","Meeker"
"1462",70,1959,7560,7,2006,133700,1040,1040,"NAmes","Meeker"
"1463",70,1960,7903,5,2007,152000,1242,1242,"NAmes","Meeker"
"1464",70,1959,7931,7,2009,132500,1148,1148,"NAmes","Meeker"
"1465",70,1960,7931,6,2008,155000,1269,1269,"NAmes","Meeker"
"1466",60,1950,8544,12,2006,81400,0,1040,"NAmes","Meeker"
"1467",NA,1949,8544,5,2006,87500,0,1040,"NAmes","Meeker"
"1468",60,1950,8544,7,2006,93500,0,1040,"NAmes","Meeker"
"1469",71,1952,8520,6,2010,166000,910,910,"NAmes","Meeker"
"1470",60,1949,10800,8,2009,133500,832,832,"NAmes","Meeker"
"1471",60,1948,8064,9,2008,138000,768,819,"NAmes","Meeker"
"1472",60,1948,8064,8,2009,135000,864,1064,"NAmes","Meeker"
"1473",64,1954,6390,6,2008,112500,936,984,"NAmes","Meeker"
"1474",59,1954,7227,6,2008,105500,832,832,"NAmes","Meeker"
"1475",60,1954,7200,4,2008,127500,854,854,"NAmes","Meeker"
